deputy_id,receipt_id,classifier,confidence,reason
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,WeekendHolidayClassifier,0.55,"Gasto de R$ 330.03 em 'COMBUSTÍVEIS E LUBRIFICANTES.' em fim de semana (2023-08-26, Saturday)"
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,WeekendHolidayClassifier,0.55,"Gasto de R$ 200.00 em 'COMBUSTÍVEIS E LUBRIFICANTES.' em fim de semana (2023-09-02, Saturday)"
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_cc77a9fb95482a6,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_fb85167e7eba8d0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_fb8334f35b2a09d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_fb8334f35b2a09d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_03a3b15a0ea7ca2,WeekendHolidayClassifier,0.55,"Gasto de R$ 250.32 em 'COMBUSTÍVEIS E LUBRIFICANTES.' em fim de semana (2023-09-09, Saturday)"
204379,despesa_unknown_03a3b15a0ea7ca2,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2f7d64a137017ad,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,WeekendHolidayClassifier,0.55,"Gasto de R$ 259.87 em 'COMBUSTÍVEIS E LUBRIFICANTES.' em fim de semana (2023-08-26, Saturday)"
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,WeekendHolidayClassifier,0.55,"Gasto de R$ 318.07 em 'COMBUSTÍVEIS E LUBRIFICANTES.' em fim de semana (2023-09-09, Saturday)"
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_1e991c2a61e00ab,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_fd0fbf07294ab1d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_8c203033a32d9d5,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_8c203033a32d9d5,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_389f6b6b3add69c,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_389f6b6b3add69c,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_389f6b6b3add69c,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_389f6b6b3add69c,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_389f6b6b3add69c,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9d02388fe073ffa,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_07a6d3796000294,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_63df6b5c65f6fea,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_f769c64986679af,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_75a66eb28112aef,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_72858d13b2dda51,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_72858d13b2dda51,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_16bae47e86c4fbf,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_82f33465b1921c1,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2b688dd392f499c,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_f10b07d3f15c3e8,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_e1ecc2e1d0f4a51,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9fd1ab404106e37,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9fd1ab404106e37,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9fd1ab404106e37,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9fd1ab404106e37,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9fd1ab404106e37,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9fd1ab404106e37,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_9fd1ab404106e37,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_b7bb0ce52c58d70,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_f795a624ca7aebf,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_43c731a9c95ef69,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_d2cf6a9f6335ee0,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_07d31f0ba206674,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_f3b5f6b9770074d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_46b7a341578da04,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2dc2232ce0d3d46,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2dc2232ce0d3d46,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_55daebdfa08924d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_55daebdfa08924d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_55daebdfa08924d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_55daebdfa08924d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_55daebdfa08924d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_55daebdfa08924d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_55daebdfa08924d,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_beddfac7017db69,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_e0c62a227af3a2f,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_428be01b4a87d6b,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_428be01b4a87d6b,WeekendHolidayClassifier,0.55,"Gasto de R$ 1330.93 em 'PASSAGEM AÉREA - REEMBOLSO' em fim de semana (2023-05-06, Saturday)"
204379,despesa_unknown_428be01b4a87d6b,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_8a354c40c0457fb,WeekendHolidayClassifier,0.55,"Gasto de R$ 1534.14 em 'PASSAGEM AÉREA - REEMBOLSO' em fim de semana (2023-03-19, Sunday)"
204379,despesa_unknown_8a354c40c0457fb,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,WeekendHolidayClassifier,0.25,"Gasto de R$ 353.70 em 'TELEFONIA' em fim de semana (2023-04-15, Saturday)"
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,WeekendHolidayClassifier,0.25,"Gasto de R$ 107.29 em 'TELEFONIA' em fim de semana (2023-05-14, Sunday)"
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,WeekendHolidayClassifier,0.25,"Gasto de R$ 124.68 em 'TELEFONIA' em fim de semana (2023-07-15, Saturday)"
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,WeekendHolidayClassifier,0.25,"Gasto de R$ 209.83 em 'TELEFONIA' em fim de semana (2023-07-15, Saturday)"
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
204379,despesa_unknown_2cbbd9b80b218dd,BenfordLawClassifier,0.85,A distribuição matemática dos gastos quebra a Lei de Benford. Isto indica provável digitação manual de valores fictícios nas notas fiscais.
